计划出库日期,销售订单,送货站点名称,最早收货时间,最晚收货时间,经度,纬度,方量,线路名称,配送顺序,预计送达时间,预计离开时间,距离,行驶时间,线路单边里程,线路时间(单边),线路方量,最晚离仓时间,车型
2025-06-30,OM25062900002098,厦门银行股份有限公司重庆分行,2025-06-30 06:25:00,2025-06-30 07:30:00,106.575313,29.577264,0.0,V142线,2,2025-06-30 06:47:00,2025-06-30 07:07:00,0.918,2.1,,,,,大型面包车
2025-06-30,OM25062900003213,中信银行股份有限公司重庆鲁能星城支行（日配）,2025-06-30 07:00:00,2025-06-30 07:20:00,106.561726,29.599541,0.0,V142线,3,2025-06-30 07:14:00,2025-06-30 08:04:00,4.31,7.0,,,,,大型面包车
2025-06-30,OM25062700002656,青木关第一幼儿园-教师餐,2025-06-30 06:30:00,2025-06-30 07:00:00,106.311379,29.681187,0.0,V143线,1,2025-06-30 06:30:00,2025-06-30 07:00:00,14.809,14.7,53.307,155.5,1385.25,2025-06-30 06:15:00,大型面包车
2025-06-30,OM25062700003671,青木关第一幼儿园-教师餐,2025-06-30 06:30:00,2025-06-30 07:00:00,106.311379,29.681187,0.0,V143线,2,2025-06-30 07:00:00,2025-06-30 07:30:00,0.0,0.0,,,,,大型面包车
2025-06-30,OM25062700006803,重庆百事天府饮料有限公司,2025-06-30 07:50:00,2025-06-30 08:10:00,106.609572,29.665203,0.0,V143线,3,2025-06-30 08:01:00,2025-06-30 08:51:00,38.498,30.8,,,,,大型面包车
2025-06-30,OM25062700002881,重庆建工第二建设有限公司,2025-06-30 05:50:00,2025-06-30 06:13:00,106.464633,29.556611,0.0,V144线,1,2025-06-30 05:50:00,2025-06-30 06:40:00,28.841,23.1,37.642,131.3,1149.157,2025-06-30 05:27:00,大型面包车
2025-06-30,OM25062900005686,重庆万家雅迪汽车销售服务有限公司,2025-06-30 06:00:00,2025-06-30 07:00:00,106.45994,29.53091,0.0,V144线,2,2025-06-30 06:53:00,2025-06-30 07:13:00,6.88,13.3,,,,,大型面包车
2025-06-30,OM25062800005685,沙环卫-转运科,2025-06-30 07:00:00,2025-06-30 07:30:00,106.461372,29.532614,0.0,V144线,3,2025-06-30 07:18:00,2025-06-30 07:38:00,1.921,4.9,,,,,大型面包车
2025-06-30,OM25062700003840,沙坪坝区公园管理中心,2025-06-30 06:10:00,2025-06-30 06:30:00,106.478925,29.554136,0.0,V145线,1,2025-06-30 06:10:00,2025-06-30 06:30:00,28.121,24.5,39.268,81.3,733.555,2025-06-30 05:46:00,大型面包车
2025-06-30,OM25062900005697,大堰综合基地,2025-06-30 06:30:00,2025-06-30 07:00:00,106.506674,29.504412,0.0,V145线,2,2025-06-30 06:47:00,2025-06-30 07:07:00,11.147,16.8,,,,,大型面包车
2025-06-30,OM25062700005771,重庆市人民检察院第五分院,2025-06-30 05:50:00,2025-06-30 06:15:00,106.52288,29.550783,0.0,V146线,1,2025-06-30 05:50:00,2025-06-30 07:10:00,31.095,27.3,39.674,139.9,1497.824,2025-06-30 05:23:00,大型面包车
2025-06-30,OM25062700006558,教师食材,2025-06-30 07:20:00,2025-06-30 07:40:00,106.524603,29.541083,0.0,V146线,2,2025-06-30 07:23:00,2025-06-30 07:43:00,8.579,12.6,,,,,大型面包车
2025-06-30,OM25062900005003,九龙坡区交通运输委员会,2025-06-30 05:45:00,2025-06-30 06:05:00,106.532276,29.51463,0.0,V147线,1,2025-06-30 05:45:00,2025-06-30 06:05:00,37.826,30.1,54.515,130.3,306.053,2025-06-30 05:15:00,大型面包车
2025-06-30,OM25062900002756,西南医院杏林楼一楼,2025-06-30 06:20:00,2025-06-30 06:50:00,106.454078,29.53965,0.0,V147线,2,2025-06-30 06:25:00,2025-06-30 06:45:00,14.635,19.6,,,,,大型面包车
2025-06-30,OW25062900001038,重庆市沙坪坝区华彩幼儿园,2025-06-30 06:40:00,2025-06-30 07:00:00,106.457635,29.532843,0.0,V147线,3,2025-06-30 06:50:00,2025-06-30 07:25:00,2.054,5.6,,,,,大型面包车
2025-06-30,OM25062900003960,中国船级社重庆分社,2025-06-30 05:20:00,2025-06-30 05:40:00,106.508776,29.624766,0.0,V148线,1,2025-06-30 05:20:00,2025-06-30 05:40:00,23.239,23.8,43.737,143.8,246.71,2025-06-30 04:56:00,大型面包车
2025-06-30,OM25062900003099,重庆两江新区玉兰路翰林幼儿园,2025-06-30 05:50:00,2025-06-30 06:20:00,106.550159,29.609917,0.0,V148线,2,2025-06-30 05:56:00,2025-06-30 06:16:00,7.926,16.1,,,,,大型面包车
2025-06-30,OM25062900002051,两江天宫殿嘉欣幼儿园-老师,2025-06-30 05:50:00,2025-06-30 06:20:00,106.550159,29.609917,0.0,V148线,3,2025-06-30 06:17:00,2025-06-30 06:37:00,0.001,0.7,,,,,大型面包车
2025-06-30,OM25062900003736,重庆市沙坪坝区图书馆,2025-06-30 07:00:00,2025-06-30 07:20:00,106.46117,29.569651,0.0,V148线,4,2025-06-30 07:00:00,2025-06-30 07:20:00,12.571,15.4,,,,,大型面包车
2025-06-30,OM25062900002562,两江小博士幼儿园-保亿丽景分园,2025-06-30 06:00:00,2025-06-30 06:10:00,106.470313,29.725997,0.0,V149线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,20.339,16.8,37.452,96.8,348.886,2025-06-30 05:43:00,大型面包车
2025-06-30,OW25062900000145,重庆大江建设工程集团有限公司-客餐,2025-06-30 07:00:00,2025-06-30 07:30:00,106.560191,29.63154,0.0,V149线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,17.113,20.3,,,,,大型面包车
2025-06-30,OM25062700007627,佳华-学生,2025-06-30 05:30:00,2025-06-30 05:50:00,106.539246,29.599319,0.0,V150线,1,2025-06-30 05:30:00,2025-06-30 05:50:00,25.16,19.6,38.887,209.6,1350.347,2025-06-30 05:10:00,大型面包车
2025-06-30,OM25062900005175,教导队,2025-06-30 08:20:00,2025-06-30 08:40:00,106.591886,29.533428,0.0,V150线,2,2025-06-30 08:20:00,2025-06-30 08:40:00,13.727,22.4,,,,,大型面包车
2025-06-30,OM25062900004302,特勤局训练基地,2025-06-30 06:00:00,2025-06-30 06:01:00,106.629724,29.688896,0.0,V151线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,32.316,33.6,52.787,223.6,242.901,2025-06-30 05:26:00,大型面包车
2025-06-30,OM25062900002569,重庆市渝北区科学技术协会,2025-06-30 06:25:00,2025-06-30 06:55:00,106.634226,29.719035,0.0,V151线,2,2025-06-30 06:31:00,2025-06-30 06:51:00,5.25,11.2,,,,,大型面包车
2025-06-30,OM25062900004430,中建五局—中央公园项目部,2025-06-30 07:25:00,2025-06-30 07:30:00,106.590964,29.743122,0.0,V151线,3,2025-06-30 07:25:00,2025-06-30 07:45:00,10.606,16.8,,,,,大型面包车
2025-06-30,OM25062900006020,烤匠大悦城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.57822,29.727912,0.0,V151线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,4.615,7.7,,,,,大型面包车
2025-06-30,OM25062900005673,中建五局—重庆凤栖湖项目,2025-06-30 06:00:00,2025-06-30 06:10:00,106.325398,29.53605,0.0,V152线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,28.077,20.3,67.238,152.8,1203.124,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062900003544,陆军军医大学一食堂,2025-06-30 06:20:00,2025-06-30 06:50:00,106.458697,29.540749,0.0,V152线,2,2025-06-30 06:41:00,2025-06-30 07:01:00,19.06,21.0,,,,,大型面包车
2025-06-30,OM25062900002077,中信银行-大坪支行（日配）,2025-06-30 07:00:00,2025-06-30 07:20:00,106.521073,29.540617,0.0,V152线,3,2025-06-30 07:13:00,2025-06-30 07:33:00,7.877,11.9,,,,,大型面包车
2025-06-30,OM25062900007097,252513-巴南站点,2025-06-30 07:40:00,2025-06-30 08:00:00,106.566114,29.488635,0.0,V152线,4,2025-06-30 07:52:00,2025-06-30 08:12:00,12.224,19.6,,,,,大型面包车
2025-06-30,OM25062700006582,佳华-老师,2025-06-30 05:30:00,2025-06-30 05:50:00,106.539246,29.599319,0.0,V153线,1,2025-06-30 05:30:00,2025-06-30 05:50:00,25.16,19.6,47.207,239.6,355.063,2025-06-30 05:10:00,大型面包车
2025-06-30,OM25062900002046,两江天宫殿嘉欣幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:20:00,106.550159,29.609917,0.0,V153线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,6.315,9.8,,,,,大型面包车
2025-06-30,OM25062900004312,两江小博士锦上华庭幼儿园-老师,2025-06-30 06:40:00,2025-06-30 06:50:00,106.53439,29.611868,0.0,V153线,3,2025-06-30 06:40:00,2025-06-30 07:00:00,2.206,6.3,,,,,大型面包车
2025-06-30,OM25062900004932,烤匠IFS国金中心店,2025-06-30 08:40:00,2025-06-30 09:00:00,106.579994,29.583249,0.0,V153线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,13.526,16.8,,,,,大型面包车
2025-06-30,OM25062900005812,大连银行股份有限公司重庆分行,2025-06-30 06:20:00,2025-06-30 06:40:00,106.520366,29.597302,0.0,V154线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,23.033,21.7,48.664,107.6,1547.404,2025-06-30 05:58:00,大型面包车
2025-06-30,OM25062900005633,十二中队,2025-06-30 06:30:00,2025-06-30 07:00:00,106.674507,29.613793,0.0,V154线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,22.17,19.6,,,,,大型面包车
2025-06-30,OM25062900004078,考试中心（西南基地菜）,2025-06-30 07:00:00,2025-06-30 07:30:00,106.670156,29.633609,0.0,V154线,3,2025-06-30 07:26:00,2025-06-30 07:46:00,3.461,6.3,,,,,大型面包车
2025-06-30,OM25062700006545,两江新区北大资源凯思幼儿园-老师,2025-06-30 06:20:00,2025-06-30 06:45:00,106.538812,29.657252,0.0,V155线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,20.478,25.9,43.381,114.6,378.543,2025-06-30 05:54:00,大型面包车
2025-06-30,OM25062900002400,重庆国际物流枢纽园区-领导餐,2025-06-30 06:50:00,2025-06-30 07:10:00,106.39973,29.641279,0.0,V155线,2,2025-06-30 07:09:00,2025-06-30 07:49:00,22.903,28.7,,,,,大型面包车
2025-06-30,OM25062900002868,大连银行股份有限公司重庆分行,2025-06-30 06:20:00,2025-06-30 06:40:00,106.520366,29.597302,0.0,V156线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,23.033,21.7,35.389,122.8,3414.402,2025-06-30 05:58:00,大型面包车
2025-06-30,OM25062800002222,重庆中机中联工程有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.489784,29.538306,0.0,V156线,2,2025-06-30 06:56:00,2025-06-30 08:01:00,12.356,16.1,,,,,大型面包车
2025-06-30,OW25062700001071,重庆市锦尚小金星幼儿园-学生,2025-06-30 05:50:00,2025-06-30 06:10:00,106.501745,29.549904,0.0,V157线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,28.642,25.2,37.624,119.8,549.68,2025-06-30 05:25:00,大型面包车
2025-06-30,OM25062900002744,西南医院杏林楼九楼,2025-06-30 06:20:00,2025-06-30 06:50:00,106.454078,29.53965,0.0,V157线,2,2025-06-30 06:24:00,2025-06-30 06:44:00,6.928,14.0,,,,,大型面包车
2025-06-30,OW25062900001036,重庆市沙坪坝区华彩幼儿园,2025-06-30 06:40:00,2025-06-30 07:00:00,106.457635,29.532843,0.0,V157线,3,2025-06-30 06:50:00,2025-06-30 07:25:00,2.054,5.6,,,,,大型面包车
2025-06-30,OM25062900003961,中国船级社重庆分社,2025-06-30 05:20:00,2025-06-30 05:40:00,106.508776,29.624766,0.0,V158线,1,2025-06-30 05:20:00,2025-06-30 05:40:00,23.239,23.8,76.021,193.7,2008.994,2025-06-30 04:56:00,大型面包车
2025-06-30,OW25062900001095,重庆东彭物业管理有限公司,2025-06-30 06:00:00,2025-06-30 06:30:00,106.519562,29.616892,0.0,V158线,2,2025-06-30 06:00:00,2025-06-30 06:20:00,4.099,8.4,,,,,大型面包车
2025-06-30,OM25062700002925,重庆市大渡口区八桥镇人民政府,2025-06-30 06:30:00,2025-06-30 07:08:00,106.487723,29.464073,0.0,V158线,3,2025-06-30 06:40:00,2025-06-30 07:00:00,26.635,19.6,,,,,大型面包车
2025-06-30,OM25062900003575,蓝月亮（重庆）有限公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.633193,29.410934,0.0,V158线,4,2025-06-30 07:20:00,2025-06-30 08:10:00,22.048,20.3,,,,,大型面包车
2025-06-30,OM25062700006304,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V159线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,39.315,216.6,197.836,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062900001777,重庆金融街融迈置业有限公司,2025-06-30 06:50:00,2025-06-30 07:00:00,106.563338,29.583119,0.0,V159线,2,2025-06-30 06:50:00,2025-06-30 07:10:00,2.362,4.2,,,,,大型面包车
2025-06-30,OM25062900003506,中信银行-北城天街支行（日配）,2025-06-30 08:15:00,2025-06-30 08:35:00,106.547865,29.589998,0.0,V159线,3,2025-06-30 08:15:00,2025-06-30 08:35:00,4.287,6.3,,,,,大型面包车
2025-06-30,OM25062700003763,重庆人文艺术职业学校,2025-06-30 05:55:00,2025-06-30 06:35:00,106.595651,29.423402,0.0,V160线,1,2025-06-30 05:55:00,2025-06-30 07:15:00,50.94,39.9,57.855,151.1,1766.218,2025-06-30 05:15:00,大型面包车
2025-06-30,OM25062900003965,重庆数智产业园建设实业有限公司,2025-06-30 07:10:00,2025-06-30 07:30:00,106.610019,29.393231,0.0,V160线,2,2025-06-30 07:26:00,2025-06-30 07:46:00,6.915,11.2,,,,,大型面包车
2025-06-30,OM25062900004585,中建五局—重庆凤栖湖项目,2025-06-30 06:00:00,2025-06-30 06:10:00,106.325398,29.53605,0.0,V161线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,28.077,20.3,35.86,91.5,156.681,2025-06-30 05:40:00,大型面包车
2025-06-30,OM25062900004961,重庆万普隆能源技术有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.291009,29.573053,0.0,V161线,2,2025-06-30 06:31:00,2025-06-30 07:11:00,7.783,11.2,,,,,大型面包车
2025-06-30,OM25062700007281,安诚财产保险股份有限公司-2楼,2025-06-30 05:25:00,2025-06-30 05:45:00,106.57571,29.580888,0.0,V162线,1,2025-06-30 05:25:00,2025-06-30 06:45:00,32.666,26.6,56.965,209.6,842.182,2025-06-30 04:58:00,大型面包车
2025-06-30,OM25062700006409,中信银行股份有限公司重庆分行（日配）,2025-06-30 07:00:00,2025-06-30 07:15:00,106.577057,29.578312,0.0,V162线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,4.123,7.0,,,,,大型面包车
2025-06-30,OM25062900007092,中国人民解放军32605部队-保障一队彭家花园食堂,2025-06-30 07:20:00,2025-06-30 07:40:00,106.520989,29.546478,0.0,V162线,3,2025-06-30 07:34:00,2025-06-30 07:54:00,10.098,14.0,,,,,大型面包车
2025-06-30,OM25062700007827,重庆智飞生物制品股份有限公司,2025-06-30 07:50:00,2025-06-30 08:10:00,106.578811,29.583062,0.0,V162线,4,2025-06-30 08:08:00,2025-06-30 08:28:00,10.078,14.0,,,,,大型面包车
2025-06-30,OM25062900003322,重庆高新技术产业开发区管理委员会-煮面间,2025-06-30 05:40:00,2025-06-30 06:00:00,106.342437,29.518986,0.0,V163线,1,2025-06-30 05:40:00,2025-06-30 06:15:00,25.911,18.2,46.923,175.0,530.963,2025-06-30 05:22:00,大型面包车
2025-06-30,OM25062900003798,重庆万普隆能源技术有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.291009,29.573053,0.0,V163线,2,2025-06-30 06:30:00,2025-06-30 07:10:00,10.607,13.3,,,,,大型面包车
2025-06-30,OM25062900003357,教职工食堂,2025-06-30 07:00:00,2025-06-30 07:30:00,106.324651,29.635466,0.0,V163线,3,2025-06-30 07:27:00,2025-06-30 08:17:00,10.405,16.8,,,,,大型面包车
2025-06-30,OM25062900002307,重庆市江北区人力资源和社会保障局,2025-06-30 06:10:00,2025-06-30 06:20:00,106.54306,29.579964,0.0,V164线,1,2025-06-30 06:10:00,2025-06-30 06:30:00,28.0,25.9,57.796,143.7,3120.43,2025-06-30 05:44:00,大型面包车
2025-06-30,OM25062700005129,考试中心（考试考核基地干副）,2025-06-30 06:30:00,2025-06-30 07:00:00,106.508461,29.602091,0.0,V164线,2,2025-06-30 06:42:00,2025-06-30 07:02:00,5.857,11.9,,,,,大型面包车
2025-06-30,OM25062700005980,重庆瑜煌电力设备制造有限公司-蔬菜,2025-06-30 07:00:00,2025-06-30 07:30:00,106.481465,29.771363,0.0,V164线,3,2025-06-30 07:28:00,2025-06-30 08:08:00,23.939,25.9,,,,,大型面包车
2025-06-30,OM25062700007091,新大正物业股份有限公司-蔬菜,2025-06-30 06:00:00,2025-06-30 06:25:00,106.55654,29.562133,0.0,V165线,1,2025-06-30 06:00:00,2025-06-30 06:35:00,30.712,28.0,46.195,137.8,2800.863,2025-06-30 05:32:00,大型面包车
2025-06-30,OM25062900000358,重庆中兴软件有限责任公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.518746,29.625885,0.0,V165线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,11.346,16.8,,,,,大型面包车
2025-06-30,OM25062900004499,两江新区第一人民医院,2025-06-30 07:00:00,2025-06-30 07:30:00,106.538168,29.628559,0.0,V165线,3,2025-06-30 07:30:00,2025-06-30 07:50:00,4.137,9.8,,,,,大型面包车
2025-06-30,OM25062900005788,重庆市房地产交易事务中心,2025-06-30 06:50:00,2025-06-30 07:00:00,106.539747,29.5637,0.0,V166线,1,2025-06-30 06:50:00,2025-06-30 07:10:00,28.764,26.6,59.035,169.0,490.352,2025-06-30 06:23:00,大型面包车
2025-06-30,OW25062900000206,丽苑大酒店-宴会厅,2025-06-30 07:30:00,2025-06-30 07:50:00,106.466603,29.561936,0.0,V166线,2,2025-06-30 07:30:00,2025-06-30 08:05:00,9.033,12.6,,,,,大型面包车
2025-06-30,OM25062800001623,重庆市公安局沙坪坝区分局交通巡逻警察支队勤务五大队,2025-06-30 08:00:00,2025-06-30 08:30:00,106.341044,29.605,0.0,V166线,3,2025-06-30 08:27:00,2025-06-30 09:12:00,21.238,22.4,,,,,大型面包车
2025-06-30,OW25062700000065,重庆市锦尚小金星幼儿园-老师,2025-06-30 05:50:00,2025-06-30 06:10:00,106.501745,29.549904,0.0,V167线,1,2025-06-30 05:50:00,2025-06-30 06:10:00,28.642,25.2,49.31,92.5,107.172,2025-06-30 05:25:00,大型面包车
2025-06-30,OM25062700006533,两江新区北大资源凯思幼儿园-老师,2025-06-30 06:20:00,2025-06-30 06:45:00,106.538812,29.657252,0.0,V167线,2,2025-06-30 06:37:00,2025-06-30 06:57:00,20.668,27.3,,,,,大型面包车
2025-06-30,OM25062800004446,电信老机关食堂,2025-06-30 05:10:00,2025-06-30 05:30:00,106.520534,29.545507,0.0,V168线,1,2025-06-30 05:10:00,2025-06-30 05:30:00,30.61,28.7,49.727,253.7,331.623,2025-06-30 04:41:00,大型面包车
2025-06-30,OM25062900001987,重庆中国三峡博物馆-丹回路,2025-06-30 06:45:00,2025-06-30 07:00:00,106.556809,29.517229,0.0,V168线,2,2025-06-30 06:45:00,2025-06-30 07:05:00,7.145,11.9,,,,,大型面包车
2025-06-30,OM25062900005006,中信银行-解放碑支行（日配）,2025-06-30 07:30:00,2025-06-30 07:50:00,106.582366,29.560835,0.0,V168线,3,2025-06-30 07:30:00,2025-06-30 07:50:00,10.054,17.5,,,,,大型面包车
2025-06-30,OM25062900005328,烤匠时代广场-员工餐,2025-06-30 08:30:00,2025-06-30 08:50:00,106.583643,29.564171,0.0,V168线,4,2025-06-30 08:30:00,2025-06-30 08:55:00,1.918,7.7,,,,,大型面包车
2025-06-30,OM25062900005071,重庆市渝北区人民政府人和街道办事处,2025-06-30 06:00:00,2025-06-30 06:20:00,106.543666,29.633111,0.0,V169线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,27.936,23.8,59.718,208.8,1112.352,2025-06-30 05:36:00,大型面包车
2025-06-30,OM25062700005097,考试中心（考试考核基地肉）,2025-06-30 06:30:00,2025-06-30 07:00:00,106.508461,29.602091,0.0,V169线,2,2025-06-30 06:32:00,2025-06-30 06:52:00,8.223,11.9,,,,,大型面包车
2025-06-30,OM25062900002067,两江人和嘉欣幼儿园-学生,2025-06-30 06:50:00,2025-06-30 07:15:00,106.534572,29.627245,0.0,V169线,3,2025-06-30 07:03:00,2025-06-30 07:23:00,7.626,11.2,,,,,大型面包车
2025-06-30,OM25062900004927,烤匠时代天街-员工餐,2025-06-30 08:40:00,2025-06-30 09:00:00,106.517705,29.543923,0.0,V169线,4,2025-06-30 08:40:00,2025-06-30 09:05:00,15.933,16.8,,,,,大型面包车
2025-06-30,OM25062900004563,渝北区消防救援支队-悦来站点,2025-06-30 06:00:00,2025-06-30 06:30:00,106.552512,29.736186,0.0,V170线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,24.791,26.6,34.843,138.5,1234.553,2025-06-30 05:33:00,大型面包车
2025-06-30,OM25062700002570,重庆市档案馆（日配）,2025-06-30 06:30:00,2025-06-30 07:00:00,106.577512,29.691415,0.0,V170线,2,2025-06-30 06:32:00,2025-06-30 07:52:00,10.052,11.9,,,,,大型面包车
2025-06-30,OM25062700006456,两江新区北大资源凯思幼儿园-学生,2025-06-30 06:20:00,2025-06-30 06:45:00,106.538812,29.657252,0.0,V171线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,20.478,25.9,40.324,135.9,354.109,2025-06-30 05:54:00,大型面包车
2025-06-30,OM25062800000688,华能-9楼,2025-06-30 07:00:00,2025-06-30 07:20:00,106.515487,29.624322,0.0,V171线,2,2025-06-30 07:00:00,2025-06-30 07:20:00,7.512,13.3,,,,,大型面包车
2025-06-30,OM25062900003083,中信银行-三峡广场支行(日配）,2025-06-30 07:50:00,2025-06-30 08:10:00,106.484252,29.565238,0.0,V171线,3,2025-06-30 07:50:00,2025-06-30 08:10:00,12.334,12.6,,,,,大型面包车
2025-06-30,OM25062700000975,重庆市人口和计划生育科学技术研究院附属医院,2025-06-30 05:55:00,2025-06-30 06:15:00,106.537811,29.590335,0.0,V172线,1,2025-06-30 05:55:00,2025-06-30 06:15:00,26.129,22.4,60.65,121.1,399.185,2025-06-30 05:33:00,大型面包车
2025-06-30,OM25062900005699,四食堂,2025-06-30 06:30:00,2025-06-30 07:00:00,106.324651,29.635466,0.0,V172线,2,2025-06-30 06:44:00,2025-06-30 07:34:00,34.521,28.7,,,,,大型面包车
2025-06-30,OM25062800000907,重庆市渝北区道路运输事务中心工会委员会,2025-06-30 06:00:00,2025-06-30 06:20:00,106.619487,29.698856,0.0,V173线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,30.983,30.8,49.149,125.8,232.374,2025-06-30 05:29:00,大型面包车
2025-06-30,OM25062900000376,重庆两江新区上林幼儿园-老师,2025-06-30 06:40:00,2025-06-30 07:00:00,106.564655,29.639156,0.0,V173线,2,2025-06-30 06:41:00,2025-06-30 07:01:00,12.001,21.0,,,,,大型面包车
2025-06-30,OM25062800005235,重庆两江新区启星幼儿园,2025-06-30 07:00:00,2025-06-30 07:30:00,106.559528,29.670285,0.0,V173线,3,2025-06-30 07:15:00,2025-06-30 07:35:00,6.165,14.0,,,,,大型面包车
2025-06-30,OM25062900002287,重庆高新技术产业开发区管理委员会-白案,2025-06-30 05:40:00,2025-06-30 06:00:00,106.342437,29.518986,0.0,V174线,1,2025-06-30 05:40:00,2025-06-30 06:15:00,25.911,18.2,60.512,179.2,673.921,2025-06-30 05:22:00,大型面包车
2025-06-30,OM25062900002858,重庆万普隆能源技术有限公司,2025-06-30 06:30:00,2025-06-30 07:00:00,106.291009,29.573053,0.0,V174线,2,2025-06-30 06:30:00,2025-06-30 07:10:00,10.607,13.3,,,,,大型面包车
2025-06-30,OM25062800001049,重庆青凤科技发展有限公司,2025-06-30 07:20:00,2025-06-30 07:45:00,106.33835,29.715338,0.0,V174线,3,2025-06-30 07:31:00,2025-06-30 08:21:00,23.994,21.0,,,,,大型面包车
2025-06-30,OM25062800000599,重庆市北碚区人民法院,2025-06-30 06:00:00,2025-06-30 06:30:00,106.417592,29.804513,0.0,V175线,1,2025-06-30 06:00:00,2025-06-30 06:20:00,19.054,15.4,43.039,157.1,2177.458,2025-06-30 05:45:00,大型面包车
2025-06-30,OM25062700006768,重庆市北碚区住房和城乡建设委员会,2025-06-30 06:20:00,2025-06-30 07:00:00,106.412223,29.811194,0.0,V175线,2,2025-06-30 06:26:00,2025-06-30 07:16:00,2.971,5.6,,,,,大型面包车
2025-06-30,OM25062800000052,重庆青凤科技发展有限公司,2025-06-30 07:20:00,2025-06-30 07:45:00,106.33835,29.715338,0.0,V175线,3,2025-06-30 07:32:00,2025-06-30 08:22:00,21.014,16.1,,,,,大型面包车
2025-06-30,OM25062900003344,重庆高新技术产业开发区管理委员会-大锅,2025-06-30 05:40:00,2025-06-30 06:00:00,106.342437,29.518986,0.0,V176线,1,2025-06-30 05:40:00,2025-06-30 06:15:00,25.911,18.2,64.584,228.2,2668.255,2025-06-30 05:22:00,大型面包车
2025-06-30,OM25062900004346,中建五局—大健康项目,2025-06-30 06:40:00,2025-06-30 06:45:00,106.36498,29.453554,0.0,V176线,2,2025-06-30 06:40:00,2025-06-30 07:00:00,10.479,14.0,,,,,大型面包车
2025-06-30,OM25062700007159,重庆科学城城市建设集团有限公司,2025-06-30 07:00:00,2025-06-30 07:30:00,106.350857,29.523768,0.0,V176线,3,2025-06-30 07:13:00,2025-06-30 07:33:00,10.465,13.3,,,,,大型面包车
2025-06-30,OM25062900004933,烤匠龙湖U城,2025-06-30 08:40:00,2025-06-30 09:00:00,106.299863,29.614446,0.0,V176线,4,2025-06-30 08:40:00,2025-06-30 09:10:00,17.729,21.0,,,,,大型面包车
2025-06-30,OM25062800000711,华能国际电力股份有限公司重庆分公司,2025-06-30 06:20:00,2025-06-30 06:35:00,106.517691,29.624592,0.0,V177线,1,2025-06-30 06:20:00,2025-06-30 06:40:00,20.099,21.7,46.014,196.2,600.97,2025-06-30 05:58:00,大型面包车
2025-06-30,OM25062900000524,太极涵菡渝北分公司-二楼特色餐,2025-06-30 07:10:00,2025-06-30 07:30:00,106.491675,29.63761,0.0,V177线,2,2025-06-30 07:10:00,2025-06-30 08:30:00,5.859,9.1,,,,,大型面包车
2025-06-30,OM25062900005653,联勤保障部队第三储备资产管理局重庆管理站,2025-06-30 08:40:00,2025-06-30 09:00:00,106.575413,29.562376,0.0,V177线,3,2025-06-30 08:54:00,2025-06-30 09:14:00,20.056,24.5,,,,,大型面包车
2025-06-30,OM25062900003780,沙磁幼儿园-老师,2025-06-30 08:00:00,2025-06-30 08:01:00,106.462866,29.58494,0.0,V178线,1,2025-06-30 08:00:00,2025-06-30 08:20:00,27.612,22.4,37.587,132.4,987.165,2025-06-30 07:38:00,大型面包车
2025-06-30,OM25062800005374,快乐食间-老重大,2025-06-30 09:00:00,2025-06-30 09:30:00,106.465902,29.573581,0.0,V178线,2,2025-06-30 09:00:00,2025-06-30 09:50:00,9.975,13.3,,,,,大型面包车
2025-06-30,OM25062800005656,重庆复旦中学附属幼儿园贰园-学生其他类,2025-06-30 06:00:00,2025-06-30 06:20:00,106.576256,29.557443,0.0,V179线,1,2025-06-30 06:00:00,2025-06-30 06:50:00,34.823,34.3,60.596,219.3,276.034,2025-06-30 05:26:00,大型面包车
