主客户编码,主客户名称,子客户编码,子客户名称,子客户地址,交接方式,是否限高,额外工作时长（小时） ,是否需要搬运工,配送类型
105085,成都支成食品有限责任公司（重庆）,Z087543,烤匠来福士-员工餐,重庆市重庆市渝中区重庆市渝中区朝东路18号来福士,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z078517,烤匠巴南万达广场店-员工餐,重庆市重庆市巴南区巴南万达广场重庆市巴南区万达广场3楼3011，车库A区8号9号电梯上去。,信任交接,是,30分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196290000004,烤匠时代广场,重庆市重庆市渝中区邹容路100号重庆时代广场L6层烤匠(重庆解放碑店),信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC197250000003,烤匠时代天街-员工餐,重庆市重庆市渝中区时代天街A馆5楼烤匠,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196290000005,烤匠时代天街,重庆市重庆市渝中区时代天街A馆5楼烤匠,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z011393,烤匠金沙天街,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z048908,烤匠龙湖北城天街,重庆市重庆市江北区北城天街烤匠4楼,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z086211,烤匠龙湖源著,重庆市重庆市江北区龙湖源著烤匠龙湖源著天街A馆4楼15号商铺,信任交接,是,10分钟,否,正常
159763,重庆市公安局特勤局,Z094573,特勤局训练基地,重庆市重庆市渝北区渝北区渝开发·星河one东南训练基地部渝北区渝开发·星河one东南(松鹤路北),称重点数,否,,否,正常
111956,重庆两江新区小博士锦上华庭幼儿园,111956,两江小博士锦上华庭幼儿园-老师,重庆市重庆市渝北区红叶路8号17栋小博士锦上华庭幼儿园,称重点数,是,,否,正常
125572,重庆市凤鸣山中学,Z053124,重庆市凤鸣山中学-3楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,称重点数,是,20分钟,否,正常
119548,重庆建工集团股份有限公司,Z078533,重庆建工集团股份有限公司-鸡冠石项目部,重庆市重庆市南岸区白沙沱正街鸡冠镇石山龙,称重点数,是,,否,正常
194499,重庆市环境卫生事务中心,Z077064,重庆市环境卫生事务中心,重庆市重庆市渝北区环境卫生事务中心渝北区-红石支路29号(花卉园地铁站2C口步行490米）,称重点数,是,,否,正常
117533,中国人民解放军78007部队,Z014724,中国人民解放军78007部队,重庆市重庆市巴南区渝南大道22-2号,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z068222,中建五局—大健康项目,重庆市重庆市九龙坡区重庆市九龙坡区高盛大道,称重点数,否,,否,正常
120435,重庆璧山天然气有限责任公司,Z029652,重庆璧山天然气有限责任公司,重庆市重庆市璧山区重庆璧山天然气有限责任公司,信任交接,否,,否,正常
128440,慎安（重庆）医院有限公司,Z093680,慎安医院大厨房,重庆市重庆市渝北区莱佛士医院车库厨房,称重点数,是,,否,正常
125572,重庆市凤鸣山中学,Z053124,重庆市凤鸣山中学-3楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,称重点数,是,20分钟,否,正常
187503,重庆市化工研究院有限公司,Z087684,重庆市化工研究院有限公司,重庆市重庆市江北区重庆市化工研究院,称重点数,否,,否,正常
223966,重庆博通水利信息网络有限公司,Z071446,重庆博通水利信息网络有限公司,重庆市重庆市渝北区渝北区上丁企业园15栋6楼,称重点数,是,,否,正常
107099,重庆国宾妇产医院有限公司,Z010638,重庆国宾妇产医院有限公司-2楼食堂,重庆市重庆市渝中区国宾妇产医院2楼食堂,称重点数,是,1小时,否,正常
194499,重庆市环境卫生事务中心,Z077064,重庆市环境卫生事务中心,重庆市重庆市渝北区环境卫生事务中心渝北区-红石支路29号(花卉园地铁站2C口步行490米）,称重点数,是,,否,正常
125572,重庆市凤鸣山中学,Z053123,重庆市凤鸣山中学-1楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,称重点数,是,20分钟,否,正常
127229,中建五局第三建设有限公司（CQ）,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,称重点数,否,,否,正常
159763,重庆市公安局特勤局,Z094573,特勤局训练基地,重庆市重庆市渝北区渝北区渝开发·星河one东南训练基地部渝北区渝开发·星河one东南(松鹤路北),称重点数,否,,否,正常
249324,重庆丰盛时代餐饮管理有限公司,Z088472,重庆丰盛时代餐饮管理有限公司,重庆市重庆市九龙坡区博世氢能源电池研发检测,称重点数,是,,否,正常
195703,中国人民解放军陆军勤务学院训练基地,Z110223,烹饪教研室,重庆市-九龙坡区-渝州路街道渝州路79号罗汉沟炊事技能实训中心,称重点数,否,30分钟,是,正常
117643,重庆市渝北区人民政府双龙湖街道办事处,Z015272,重庆市渝北区人民政府双龙湖街道办事处,双龙湖街道六楼食堂,称重点数,否,45分钟,否,正常
121318,重庆市公安局巴南区分局业务技术用房食堂,Z035870,重庆市公安局巴南区分局业务技术用房食堂,重庆市重庆市巴南区巴南区公安局业务技术用房及龙洲湾派出所项目,称重点数,否,,否,正常
121318,重庆市公安局巴南区分局业务技术用房食堂,Z035870,重庆市公安局巴南区分局业务技术用房食堂,重庆市重庆市巴南区巴南区公安局业务技术用房及龙洲湾派出所项目,称重点数,否,,否,正常
168028,重庆市九龙坡区图书馆,Z084472,重庆市九龙坡区图书馆,九龙坡区图书馆,称重点数,是,,否,正常
108923,重庆渝高物业管理有限责任公司,Z100441,两江新区第一人民医院,重庆市-渝北区-人和街道人兴路199号4号门，进车库,称重点数,是,,否,正常
118973,重庆凯源石油天然气有限责任公司巴南分公司,Z018307,重庆凯源石油天然气有限责任公司巴南分公司,巨星花园-停车场,称重点数,否,20分钟,否,正常
130311,中铁二十五局集团有限公司（食堂）,Z057464,中铁二十五局集团有限公司（食堂）-轨道24号线,重庆市重庆市巴南区巴渝船夫老火锅,称重点数,否,,否,正常
252511,中国人民解放军32618部队,Z092459,中国人民解放军32618部队,重庆市重庆市渝中区重庆市渝中区春森路,称重点数,是,,否,正常
113643,重庆君合酒店管理有限公司,Z007469,考试中心（应急管理局菜）,重庆市重庆市渝北区重庆市应急管理局应急局,称重点数,否,,否,正常
159421,重庆市渝中区机关事务管理局,Z071951,重庆市渝中区机关事务服务中心,重庆市重庆市渝中区渝中区和平路管家巷9号 渝中区和平路管家巷9号,称重点数,是,30分钟,否,正常
130402,重庆第二师范学院,Z088294,重庆第二师范学院-2楼,重庆市重庆市南岸区重庆第二师范学院培训中心 重庆市南岸区学府大道11号,称重点数,是,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099713,十四中队,江北区慈母山隧道1号,称重点数,否,,否,正常
226302,重庆南岸腾龙幼儿园,Z068672,重庆南岸腾龙幼儿园,重庆市南岸区弹子石新街57号,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007470,考试中心（应急管理局肉）,重庆市重庆市渝北区重庆市应急管理局应急局,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007472,考试中心（应急管理局冻货）,重庆市重庆市渝北区重庆市应急管理局应急局,称重点数,否,,否,正常
167462,渝北区消防救援支队,Z071225,渝北区消防救援支队-悦来站点,重庆市重庆市渝北区重庆市渝北区悦清大道悦来小学旁,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099707,三中队,重庆市-九龙坡区-白马凼支路白马凼1号白马凼1号,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z076486,中建五局—重庆凤栖湖项目,重庆市重庆市九龙坡区重庆市九龙坡区新州大道,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z076486,中建五局—重庆凤栖湖项目,重庆市重庆市九龙坡区重庆市九龙坡区新州大道,称重点数,否,,否,正常
163315,中国人民解放军陆军勤务学院,Z088267,勤务学院一食堂,重庆市重庆市沙坪坝区勤务学院学校加工中心,称重点数,否,30分钟,是,正常
163315,中国人民解放军陆军勤务学院,Z088269,八食堂,重庆市重庆市沙坪坝区勤务学院学校加工中心,称重点数,否,30分钟,是,正常
248812,重庆市沙坪坝区瑞教文化发展股份有限公司,Z099881,重庆市凤鸣山中学常温奶面包,重庆市-沙坪坝区-凤天大道150号重庆市凤鸣山中学,称重点数,否,,否,正常
124394,中国人民解放军77728部队,Z038638,中国人民解放军77728部队,重庆市重庆市巴南区李家沱工联二村139号,称重点数,否,,否,正常
117120,中国人民解放军32605部队,Z014018,中国人民解放军32605 部队-警卫勤务连机关食堂,大坪长江二路39号,称重点数,是,,否,正常
122433,重庆市房地产交易事务中心,Z033856,重庆市房地产交易事务中心,重庆市重庆市江北区北滨一路366号鼎新国际中心2号楼,称重点数,是,,否,正常
117120,中国人民解放军32605部队,Z014024,中国人民解放军32605部队-保障四队1号食堂 六公里站点,重庆市重庆市南岸区六公里-公交车站,称重点数,是,,否,正常
107058,厦门银行股份有限公司重庆分行,Z007847,厦门银行重庆分行-办公室,重庆市重庆市江北区重庆市江北区金沙门路,称重点数,是,,否,正常
115178,浙商银行股份有限公司重庆分行,Z012812,浙商银行-商务接待,浙商银行信达国际C栋3楼（从负一楼车库进去）,称重点数,是,,否,正常
105085,成都支成食品有限责任公司（重庆）,Z035563,烤匠光环购物中心-员工餐,鸳鸯街道湖彩路118号L5层A-L5-28,信任交接,是,30分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z035562,烤匠光环购物中心,鸳鸯街道湖彩路118号L5层A-L5-28,信任交接,是,15分钟,否,正常
119756,中国烟草总公司重庆市公司巴南分公司,Z086584,中国烟草总公司重巴南分公司（界石）,重庆市重庆市巴南区巴南区畅想路16号附近烟草公司,称重点数,否,30分钟,否,正常
167462,渝北区消防救援支队,Z071219,渝北区消防救援支队-支队机关,重庆市重庆市渝北区渝北消防南侧正大门别去北侧，中粮祥云C区正对面,称重点数,否,,否,正常
249674,中交第四航务工程局有限公司CQ,Z087474,中交第四航务工程局有限公司CQ,重庆市-沙坪坝区-回龙坝镇垄安大道542号彩食鲜大厦1楼中交第四航务工程局,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099710,十五中队,重庆市重庆市江北区盛安路1盛安路6号,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099801,十一中队,重庆市-渝北区-翠屏路与翠屏一支巷交叉口西340米,称重点数,否,,否,正常
105085,成都支成食品有限责任公司（重庆）,SC197250000003,烤匠时代天街-员工餐,重庆市重庆市渝中区时代天街A馆5楼烤匠,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z086211,烤匠龙湖源著,重庆市重庆市江北区龙湖源著烤匠龙湖源著天街A馆4楼15号商铺,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196300000002,烤匠万象城,重庆市重庆市九龙坡区谢家湾正街55号万象城L2层烤匠(万象城),信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z087345,烤匠龙湖U城-员工餐,重庆市重庆市沙坪坝区龙湖U城龙湖U城B馆南8馆4楼01、02号商铺,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z074427,烤匠IFS国金中心店,重庆市重庆市江北区重庆市江北区精学街江北区国金中心,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z087344,烤匠龙湖U城,重庆市重庆市沙坪坝区龙湖U城龙湖U城B馆南8馆4楼01、02号商铺,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z035562,烤匠光环购物中心,鸳鸯街道湖彩路118号L5层A-L5-28,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z074969,烤匠南坪协信星光店,重庆市重庆市南岸区南坪协信星光,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z048908,烤匠龙湖北城天街,重庆市重庆市江北区北城天街烤匠4楼,信任交接,是,15分钟,否,正常
121149,重庆大江建设工程集团有限公司,Z039087,重庆大江建设工程集团有限公司-客餐,重庆市重庆市渝北区重庆市渝北区金安路,称重点数,是,,否,正常
117120,中国人民解放军32605部队,Z014026,中国人民解放军32605部队-保障四队3号食堂 六公里站点,重庆市重庆市南岸区南岸区六公里学府大道69号学府大道69号,称重点数,否,,否,正常
172731,重庆万普隆能源技术有限公司,Z063682,重庆万普隆能源技术有限公司,重庆市重庆市沙坪坝区万普隆,称重点数,否,20分钟,否,正常
184724,重庆市九龙坡区交通运输委员会,Z084421,九龙坡区交通运输委员会,重庆市重庆市九龙坡区建设大厦建设大厦旁边交通局食堂3楼,称重点数,是,,否,正常
127260,重庆两江新区鱼复工业园建设投资有限公司（日配）,Z046275,重庆两江新区鱼复工业园建设投资有限公司（日配）,重庆市重庆市江北区重庆两江新区鱼复工业园建设投资有限公司,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085093,中信银行-解放碑支行（日配）,重庆市重庆市渝中区渝中区八一路260号恒通云鼎1单元10-3恒通云鼎1单元10-3,称重点数,是,,否,正常
106898,中信银行股份有限公司重庆分行,Z085081,中信银行-金渝支行（日配）,重庆市重庆市渝北区金渝支行时代中心1号中信银行金渝支行时代中心1号门3栋6-3,称重点数,是,,否,正常
106898,中信银行股份有限公司重庆分行,Z085098,中信银行-高新支行（日配）,重庆市重庆市九龙坡区九龙坡区科园一街25号新锐地带C栋5-3科园一街25号新锐地带C栋5-3,称重点数,是,,否,正常
159901,中国船级社重庆分社,Z094984,中国船级社重庆分社,重庆市重庆市渝北区渝北区青枫北路1号,称重点数,否,,否,正常
254602,重庆青凤科技发展有限公司,Z100128,重庆青凤科技发展有限公司,重庆市-沙坪坝区-凤集路与海博大道交口西北侧重庆市沙坪坝区凤集路与海博大道交叉口西北方向181米,称重点数,否,30分钟,否,正常
238062,重庆市公路数据服务中心（双桥基地）,Z077152,公路数据双桥基地干副,重庆市重庆市大足区公路数据中心双桥基地还没到就打哥电话,称重点数,否,,否,正常
131495,重庆市渝北区人民政府人和街道办事处,Z062050,重庆市渝北区人民政府人和街道办事处,重庆市重庆市渝北区人和街道办事处,称重点数,否,,否,正常
106898,中信银行股份有限公司重庆分行,Z085058,中信银行-经开支行（日配）,重庆市重庆市南岸区重庆市重庆市南岸区南岸区上海城26栋13-2重庆市重庆市南岸区南岸区上海城26栋13-2,称重点数,否,,否,正常
163315,中国人民解放军陆军勤务学院,Z088271,勤务学院二食堂,重庆市重庆市沙坪坝区勤务学院,称重点数,否,30分钟,是,正常
163315,中国人民解放军陆军勤务学院,Z088272,勤务学院三食堂,重庆市重庆市沙坪坝区勤务学院三食堂,称重点数,否,30分钟,是,正常
106900,中国石油集团川庆钻探工程有限公司重庆运输总公司,106900,中国石油集团川庆钻探工程有限公司重庆运输总公司,重庆市重庆市渝北区红石支路299号中国石油川庆钻探工程有限公司重庆运输总公司,称重点数,是,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099708,四中队,渝北区红锦大道60号,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007483,考试中心（西南基地冻货）,东环路5号10栋,称重点数,否,,否,正常
118522,中铁建生态环境有限公司,Z017640,中铁建生态环境有限公司-员工餐,中铁建生态环境有限公司,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007481,考试中心（西南基地肉）,东环路5号10栋,称重点数,否,,否,正常
117829,沙坪坝区气象局,Z015238,沙坪坝区气象局,重庆市重庆市沙坪坝区饮水村104号重庆市沙坪坝区气象局,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099705,教导队,重庆市南岸区罗家坝向家坡36号向家坡36号,称重点数,是,,否,正常
114354,重庆市血液中心,Z010605,重庆市血液中心,华福大道北段21号重庆市血液中心血液中心,称重点数,是,,否,正常
191667,重庆市巴渝学校,Z096167,重庆市巴渝学校,重庆市重庆市大渡口区巴渝学校大渡口区双山路256号,称重点数,否,,否,正常
224907,重庆市应能应急救援有限公司（直属支队）,Z063572,重庆市应能应急救援有限公司（直属支队）,专业救援,称重点数,否,,否,正常
120623,重庆丽苑大酒店有限公司,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,称重点数,是,15分钟,否,正常
232171,重庆颐悦酒店管理有限公司,Z068930,重庆颐悦酒店管理有限公司,重庆市重庆市渝北区重庆市渝北区庐山大道,称重点数,否,,否,正常
191667,重庆市巴渝学校,Z096167,重庆市巴渝学校,重庆市重庆市大渡口区巴渝学校大渡口区双山路256号,称重点数,否,,否,正常
120640,重庆两江新区金山名都天宝乐幼儿园,Z093085,重庆两江新区金山名都天宝乐幼儿园1-学生,重庆市重庆市渝北区重庆市渝北区金山街道龙荣路60号天宝乐幼儿园,称重点数,否,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z048909,烤匠龙湖北城天街-员工餐,重庆市重庆市江北区北城天街烤匠4楼,信任交接,是,30分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC197250000002,烤匠万象城-员工餐,重庆市重庆市九龙坡区谢家湾正街55号万象城L2层烤匠(万象城),信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z074427,烤匠IFS国金中心店,重庆市重庆市江北区重庆市江北区精学街江北区国金中心,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC197250000001,烤匠大融城-员工餐,重庆市重庆市江北区观音桥东环路59号附近烤匠麻辣烤鱼(重庆大融城店),信任交接,是,,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196300000003,烤匠大融城,重庆市重庆市江北区观音桥东环路59号附近烤匠麻辣烤鱼(重庆大融城店),信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC197250000004,烤匠时代广场-员工餐,重庆市重庆市渝中区邹容路100号重庆时代广场L6层烤匠(重庆解放碑店),信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z074428,烤匠IFS国金中心店-员工餐,重庆市重庆市江北区重庆市江北区精学街江北区国金中心,信任交接,是,30分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,SC196300000002,烤匠万象城,重庆市重庆市九龙坡区谢家湾正街55号万象城L2层烤匠(万象城),信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z074970,烤匠南坪协信星光店-员工餐,重庆市重庆市南岸区南坪协信星光,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z074969,烤匠南坪协信星光店,重庆市重庆市南岸区南坪协信星光,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z037798,烤匠大悦城-员工餐,重庆市重庆市渝北区仙桃街道大悦城L426号（5楼）,信任交接,是,30分钟,否,正常
120581,重庆天宝乐托育服务有限公司,Z093083,重庆两江新区金山名都天宝乐幼儿园2-学生,重庆市重庆市九龙坡区袁家岗162号2-18号（众科大厦13楼19号）,称重点数,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z037797,烤匠大悦城,重庆市重庆市渝北区仙桃街道大悦城L426号（5楼）,信任交接,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z078516,烤匠巴南万达广场店,重庆市重庆市巴南区巴南万达广场重庆市巴南区万达广场3楼3011，车库A区8号9号电梯上去。,信任交接,是,15分钟,否,正常
120581,重庆天宝乐托育服务有限公司,Z093084,重庆两江新区金山名都天宝乐幼儿园2-教师,重庆市重庆市九龙坡区袁家岗162号2-18号（众科大厦13楼19号）,称重点数,是,15分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z087542,烤匠来福士,重庆市重庆市渝中区重庆市渝中区朝东路18号来福士,信任交接,是,10分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z086212,烤匠龙湖源著-员工餐,重庆市重庆市江北区龙湖源著烤匠龙湖源著天街A馆4楼15号商铺,信任交接,是,10分钟,否,正常
128608,重庆当代整形外科医院有限公司,Z050852,重庆当代整形外科医院有限公司,重庆市重庆市江北区重庆市江北区建新西路184附2号,称重点数,是,,否,正常
128608,重庆当代整形外科医院有限公司,Z051152,重庆当代整形外科医院有限公司-客餐,重庆市重庆市江北区重庆市江北区建新西路184附2号,称重点数,是,,否,正常
125572,重庆市凤鸣山中学,Z053123,重庆市凤鸣山中学-1楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,称重点数,是,20分钟,否,正常
165832,重庆市巴南区人民政府南彭街道办事处,Z085328,重庆市巴南区人民政府南彭街道办事处,重庆市重庆市巴南区巴南区南彭街道办南彭街道办斜对面（停车场往里走）,称重点数,是,,否,正常
153369,重庆市沙坪坝区医疗保障局,Z066477,重庆市沙坪坝区医疗保障局,重庆市重庆市沙坪坝区重庆市沙坪坝区医疗保障局,称重点数,否,,否,正常
125572,重庆市凤鸣山中学,Z053124,重庆市凤鸣山中学-3楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,称重点数,是,20分钟,否,正常
128440,慎安（重庆）医院有限公司,Z050185,慎安（重庆）医院-月子厨房,重庆市重庆市渝北区莱佛士医院车库厨房,称重点数,是,,否,正常
117721,重庆保税港区港佳综合服务有限公司,Z015323,保税港港欣1号餐厅,重庆市重庆市江北区江北区远航大道88号水港综合大楼重庆市江北区远航大道88号水港综合大楼B栋308重庆保税港区港欣资产经营管理有限公司,称重点数,否,,否,正常
181120,重庆农村商业银行股份有限公司大足支行,Z077253,重庆农村商业银行股份有限公司大足支行,重庆市重庆市大足区大足区五星大道390号附2号重庆大足区五星大道390号附2号7楼,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,称重点数,否,,否,正常
127229,中建五局第三建设有限公司（CQ）,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,称重点数,否,,否,正常
121318,重庆市公安局巴南区分局业务技术用房食堂,Z035870,重庆市公安局巴南区分局业务技术用房食堂,重庆市重庆市巴南区巴南区公安局业务技术用房及龙洲湾派出所项目,称重点数,否,,否,正常
117543,重庆市安全生产考试中心,Z014771,重庆市安全生产考试中心-西南基地,重庆市重庆市江北区国家安监实训基地,称重点数,否,,否,正常
127333,重庆中国三峡博物馆,Z047140,重庆中国三峡博物馆-大礼堂,重庆市重庆市渝中区重庆中国三峡博物馆渝中区人民路236号,称重点数,否,10分钟,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099715,十中队,重庆市-北碚区-歇马街道断头路左传一直下,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099802,江北中队,重庆市重庆市江北区盛华路12号,称重点数,否,,否,正常
224973,重庆市应能应急救援有限公司永川队,Z063575,重庆市应能应急救援有限公司永川队,重庆市重庆市永川区永川区红炉镇四合厂红炉镇四合厂,称重点数,否,,否,正常
130402,重庆第二师范学院,Z088293,重庆第二师范学院-1楼,重庆市重庆市南岸区重庆第二师范学院培训中心 重庆市南岸区学府大道11号,称重点数,是,,否,正常
226302,重庆南岸腾龙幼儿园,Z068672,重庆南岸腾龙幼儿园,重庆市南岸区弹子石新街57号,称重点数,否,,否,正常
113643,重庆君合酒店管理有限公司,Z007473,考试中心（应急管理局干副）,重庆市重庆市渝北区重庆市应急管理局应急局,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099709,九中队,两路镇航惠路21号,称重点数,否,1小时,否,正常
156173,重庆医科大学附属口腔医院（重庆市口腔医院）,Z072345,口腔医院上清寺站点,重庆市重庆市渝中区上清寺口腔口院车库升降到2楼，带推车,称重点数,是,,否,正常
113643,重庆君合酒店管理有限公司,Z007471,考试中心（应急管理局水果）,重庆市重庆市渝北区重庆市应急管理局应急局,称重点数,否,30分钟,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099711,十二中队,重庆市重庆市江北区铁山坪街道翠微路5号,称重点数,否,,否,正常
252572,联勤保障部队第三储备资产管理局重庆管理站,Z092093,联勤保障部队第三储备资产管理局重庆管理站,重庆市重庆市渝中区渝中区七星岗民生路兴利大厦兴利大厦28楼,称重点数,是,,否,正常
106602,重庆美莱整形美容医院有限公司,106602,重庆美莱整形美容医院有限公司,重庆市重庆市江北区重庆市江北区建新西路184附2号,称重点数,是,10分钟,否,正常
127229,中建五局第三建设有限公司（CQ）,Z076486,中建五局—重庆凤栖湖项目,重庆市重庆市九龙坡区重庆市九龙坡区新州大道,称重点数,否,,否,正常
107469,重庆轨道资源经营发展有限公司,Z100853,道角检修基地,重庆市-巴南区-渝南大道(京汉凤凰城南侧约100米)轻轨道角检修基地,称重点数,否,,否,正常
158982,重庆万家雅迪汽车销售服务有限公司,Z064708,重庆万家雅迪汽车销售服务有限公司,重庆市重庆市沙坪坝区重庆市沙坪坝区石新路321号凤天大道159号,称重点数,是,,否,正常
107469,重庆轨道资源经营发展有限公司,Z100961,大堰综合基地,重庆市-九龙坡区-水碾路27号重庆轨道交通大堰综合基地,称重点数,是,,否,正常
163315,中国人民解放军陆军勤务学院,Z088268,四食堂,重庆市重庆市沙坪坝区勤务学院学校加工中心,称重点数,否,30分钟,是,正常
252513,中国人民解放军32614部队,Z092460,中国人民解放军32614部队,重庆市重庆市江津区重庆市江津区广兴镇军民街81号,称重点数,否,1小时,否,正常
108040,中国十九冶集团有限公司重庆分公司,108040,中国十九冶集团有限公司重庆分公司,重庆市重庆市渝北区渝北洪湖西路18号上丁企业公园28幢 ,称重点数,否,1小时,否,正常
248812,重庆市沙坪坝区瑞教文化发展股份有限公司,Z099882,重庆市凤鸣山中学日用品,重庆市-沙坪坝区-凤天大道150号重庆市凤鸣山中学,称重点数,否,,否,正常
122433,重庆市房地产交易事务中心,Z033856,重庆市房地产交易事务中心,重庆市重庆市江北区北滨一路366号鼎新国际中心2号楼,称重点数,是,,否,正常
117120,中国人民解放军32605部队,Z014021,中国人民解放军32605部队-八公里车材站点,重庆市重庆市巴南区重庆市巴南区巴滨路与娄八路,称重点数,否,,否,正常
125313,大连银行股份有限公司重庆分行,Z041404,大连银行股份有限公司重庆分行,大连银行(重庆分行),称重点数,是,,否,正常
105483,重庆市会展服务中心,105483,重庆市会展服务中心,重庆市重庆市江北区江北区建新北路65号外经贸大厦楼后面外贸食堂,称重点数,否,,否,正常
105085,成都支成食品有限责任公司（重庆）,Z011394,烤匠金沙天街-员工餐,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,信任交接,是,30分钟,否,正常
105085,成都支成食品有限责任公司（重庆）,Z011393,烤匠金沙天街,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,信任交接,是,10分钟,否,正常
234443,中建三局第一建设工程有限责任公司（cq）,Z086400,中建三局-联发三湾项目,重庆市重庆市江北区重庆市江北区三湾路（保利江上明珠乐园）16号附25号3-3（保利江上明珠乐园）16号附25号3-3,称重点数,否,,否,正常
104446,中国人民武装警察部队重庆市总队执勤第二支队,Z099800,渝北中队,重庆市渝北区沙岚垭公交站,称重点数,否,,否,正常
269234,重庆萤之森酒店管理有限公司,Z119310,重庆萤之森酒店管理有限公司,重庆市-沙坪坝区-丰文街道大学城丰文街道三河村萤火谷农场萤之森石头花园民宿,称重点数,否,,否,正常
