销售订单,计划发货日期,子客户编码,子客户名称,子客户地址,经纬度,经纬度1,地址code
OM25062900002572,2025-06-30,Z004455,两江小博士幼儿园-学生,重庆市重庆市渝北区天宫殿街道丁香路200号,29.607034,106.561772,6287
OM25062900002577,2025-06-30,111932,两江小博士幼儿园-老师,重庆市重庆市渝北区天宫殿街道丁香路200号,29.607034,106.561772,6287
OM25062900002616,2025-06-30,109977,重庆农村商业银行股份有限公司巴南支行,重庆市重庆市巴南区龙洲大道145号重庆农村商业银行24小时自助银行(巴南支行营业部)重庆市巴南区龙洲大道145号,29.415566,106.544137,23705
OM25062900002642,2025-06-30,Z072008,重庆复旦中学附属幼儿园贰园-教师肉类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062900002645,2025-06-30,Z072006,重庆复旦中学附属幼儿园贰园-教师蔬菜类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062900002647,2025-06-30,Z089586,重庆复旦中学附属幼儿园贰园-教师油盐辅料,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062900002660,2025-06-30,Z069155,重庆裕同印刷包装有限公司-新厂,重庆市重庆市渝北区重庆市渝北区裕同君和包装有限公司,29.670764,106.667904,40391
OM25062900002661,2025-06-30,Z109141,陆军勤务学院训练基地教工食堂,重庆市-九龙坡区-渝州路79号,29.545444,106.502051,58278
OM25062900002665,2025-06-30,Z110138,陆军勤务学院训练基地第二食堂,重庆市-九龙坡区-渝州路79号,29.541099,106.502518,58280
OM25062900002673,2025-06-30,Z109140,陆军勤务学院训练基地第一食堂,重庆市-九龙坡区-渝州路街道渝州路79号重庆市九龙坡区渝州路街道渝州路79号,29.541437,106.504022,58275
OM25062900002679,2025-06-30,Z094605,窑瓦溪幼儿园-教师,重庆市重庆市九龙坡区西彭镇西南铝业集团民生实业公司幼教中心窑瓦溪幼儿园,29.317011,106.333688,5967
OM25062900002680,2025-06-30,Z036405,重庆市北碚区童家溪镇人民政府,重庆市重庆市北碚区童家溪镇人民政府,29.689305,106.454883,16436
OM25062900002710,2025-06-30,107099,重庆国宾妇产医院有限公司-vip食堂,重庆市重庆市渝中区国宾妇产医院上清寺39号25楼,29.564366,106.551376,27009
OM25062900002744,2025-06-30,Z109194,西南医院杏林楼九楼,重庆市-沙坪坝区-高滩岩正街29号阳光康居东门内杏林楼,29.53965,106.454078,58328
OM25062900002748,2025-06-30,107912,重庆特园民主党派历史陈列馆,重庆市重庆市渝中区中国民主党派历史陈列馆,29.56729,106.552594,22213
OM25062900002750,2025-06-30,Z109193,西南医院杏林楼二楼,重庆市-沙坪坝区-高滩岩正街29号阳光康居东门内杏林楼,29.53965,106.454078,58328
OM25062900002752,2025-06-30,Z013818,重庆建工建材物流有限公司-总部,重庆市重庆市江北区建工建材物流有限公司江北区港城东路6号两江产业园,29.635736,106.670684,28210
OM25062900002756,2025-06-30,Z109192,西南医院杏林楼一楼,重庆市-沙坪坝区-高滩岩正街29号阳光康居东门内杏林楼,29.53965,106.454078,58328
OM25062900002766,2025-06-30,Z102981,重庆曾家岩大桥建设管理有限公司_荤菜,曾家岩大桥建设,29.571809,106.555505,56760
OM25062900002836,2025-06-30,Z065560,中交四航（重庆）供应链管理有限公司,沙坪坝区回龙坝镇垄安大道550号中交重庆冷链智慧产业园中交重庆冷链智慧产业园1楼,29.685311,106.386067,57865
OM25062900002840,2025-06-30,Z086676,新大正物业集团股份有限公司（证监局）,渝中区五一路99号广发银行大厦37楼渝中区五一路99号广发银行大厦3,29.565019,106.587073,56029
OM25062900002843,2025-06-30,Z086676,新大正物业集团股份有限公司（证监局）,渝中区五一路99号广发银行大厦37楼渝中区五一路99号广发银行大厦3,29.565019,106.587073,56029
OM25062900002858,2025-06-30,Z063682,重庆万普隆能源技术有限公司,重庆市重庆市沙坪坝区万普隆,29.573053,106.291009,26215
OM25062900002868,2025-06-30,Z041404,大连银行股份有限公司重庆分行,大连银行(重庆分行),29.597302,106.520366,58980
OM25062900002873,2025-06-30,Z089319,重庆市渝水水务机械有限公司,重庆市重庆市九龙坡区渝水水务机械有限公司东一门,29.479363,106.459658,47186
OM25062900002906,2025-06-30,Z041984,上海浦东发展银行股份有限公司重庆分行,重庆市重庆市渝北区重庆市渝北区星光大道78号,29.622034,106.517299,31565
OM25062900002907,2025-06-30,Z091933,重庆复旦中学附属幼儿园贰园-教师粮食,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062900002909,2025-06-30,Z080410,重庆市九龙坡区市场监督管理局,重庆市重庆市九龙坡区重庆市九龙坡区西郊路24巷27-5号,29.511181,106.519389,41360
OM25062900002955,2025-06-30,Z085096,中信银行-杨家坪支行（日配）,重庆市重庆市九龙坡区重庆市九龙坡区杨家坪正街3附1号7-6,29.518995,106.524106,49139
OM25062900002956,2025-06-30,Z085085,中信银行--观音桥支行（日配）,重庆市重庆市江北区重庆市江北区李家坪立交,29.571562,106.526012,47852
OM25062900002980,2025-06-30,Z114011,巴南人保,重庆市-巴南区-鱼洞街道鱼轻路9号重庆市巴南区鱼洞鱼轻路7号、9号,29.38604,106.527503,58368
OM25062900002993,2025-06-30,Z100652,中国铁路设计集团有限公司（CQ）,重庆市-江北区-东升门路63号金融城贰-(T1-2楼),29.581245,106.575288,55344
OM25062900002999,2025-06-30,Z085060,中信银行股份有限公司重庆科学城支行（日配）,重庆市-沙坪坝区-学城大道60号万云府4栋2单元602,29.610625,106.381274,55306
OM25062900003018,2025-06-30,Z058706,重庆中法供水-梁沱食堂,重庆市江北区宏帆路,29.59934,106.469056,58375
OM25062900003025,2025-06-30,109349,中铁二十局集团房地产开发有限公司,重庆市重庆市南岸区中铁二十局集团房地产,29.503125,106.656399,24388
OM25062900003031,2025-06-30,Z058705,重庆中法供水-悦来食堂,重庆市渝北区富悦街,29.741987,106.545289,55165
OM25062900003042,2025-06-30,Z085089,中信银行-两江支行（日配）,重庆市重庆市渝北区中信两江支行,29.652119,106.572532,50291
OM25062900003058,2025-06-30,Z011838,九龙坡区城管综合执法支队-兰花小区,重庆市重庆市九龙坡区九龙坡区兰花五小区5号市政大厦,29.521159,106.466888,25113
OM25062900003068,2025-06-30,Z085074,中信银行股份有限公司重庆沙坪坝支行（日配）,嘉福苑沙坪坝区小龙坎沙坪坝区小龙坎正街188号9-4,29.558169,106.470524,58655
OM25062900003083,2025-06-30,Z085071,中信银行-三峡广场支行(日配）,重庆市重庆市沙坪坝区沙坪坝区金沙港湾支路重庆市沙坪坝区金沙港湾支路,29.565238,106.484252,44155
OM25062900003086,2025-06-30,107058,厦门银行股份有限公司重庆分行,重庆市重庆市江北区重庆市江北区金沙门路,29.577264,106.575313,33593
OM25062900003087,2025-06-30,Z071232,渝北区消防救援支队-龙溪站点,重庆市重庆市渝北区重庆市渝北区嘉州路4号,29.594603,106.530134,35625
OM25062900003099,2025-06-30,Z072471,重庆两江新区玉兰路翰林幼儿园,重庆市重庆市渝北区天宫殿派出所东湖张光美15308395462(以后都送到天宫殿嘉欣),29.609917,106.550159,35939
OM25062900003110,2025-06-30,Z073719,翰林幼儿园老师,重庆市重庆市渝北区两江新区玉兰路翰林幼儿园,29.610524,106.550555,33142
OM25062900003159,2025-06-30,Z085078,中信银行股份有限公司重庆大渡口支行（日配）,重庆市重庆市大渡口区大渡口松青路1029号中信银行大渡口支行大渡口松青路1029号,29.48285,106.48727,44158
OM25062900003160,2025-06-30,Z047561,重庆市九龙坡区含谷镇人民政府,重庆市重庆市九龙坡区含谷人民政府,29.523009,106.384147,44531
OM25062900003197,2025-06-30,Z071258,渝北区消防救援支队-台商站点,重庆市重庆市渝北区重庆市渝北区翠屏路与龙石路交叉路口东北侧直接岗亭，别电话,29.676158,106.616885,34913
OM25062900003213,2025-06-30,Z034551,中信银行股份有限公司重庆鲁能星城支行（日配）,重庆市重庆市渝北区鲁能星城四街区12栋鲁能星城4街区12栋1-15-3,29.599541,106.561726,46342
OM25062900003229,2025-06-30,Z100029,重庆市地震局,重庆市-渝北区-金石大道300号地震局二楼食堂,29.648569,106.599907,50745
OM25062900003245,2025-06-30,Z069006,重庆市渝中区文化和旅游发展委员会,渝中区文化和旅游渝中区金汤街74号6层,29.560096,106.573154,57063
OM25062900003262,2025-06-30,Z000614,中信银行股份有限公司重庆分行（日配）,重庆市重庆市江北区中信银行股份有限公司重庆分行江北嘴西大街5号B1楼,29.578312,106.577057,26180
OM25062900003264,2025-06-30,Z068587,国投健康养老服务（重庆）有限公司,沙坪坝区社会福利养护中心土主镇一纵线交叉路口处,29.641469,106.375095,55965
OM25062900003269,2025-06-30,107842,中交第三公路工程局有限公司第四分公司,重庆市重庆市渝北区中交第三公路第四分公司渝北区黄山大道信达国际D栋2楼，中国交建食堂,29.619976,106.497226,25325
OM25062900003322,2025-06-30,Z083971,重庆高新技术产业开发区管理委员会-煮面间,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,29.518986,106.342437,43373
OM25062900003344,2025-06-30,Z083973,重庆高新技术产业开发区管理委员会-大锅,重庆市重庆市九龙坡区高新区管委会重庆市九龙坡区高新区高新大道6号高新区管委会,29.518986,106.342437,43373
OM25062900003357,2025-06-30,Z088279,教职工食堂,重庆市重庆市沙坪坝区勤务学院教职工食堂,29.635466,106.324651,46456
OM25062900003366,2025-06-30,Z084527,重庆国际物流枢纽园区-晚餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,29.641279,106.39973,43836
OM25062900003372,2025-06-30,Z084526,重庆国际物流枢纽园区-早餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,29.641279,106.39973,43836
OM25062900003397,2025-06-30,Z084528,重庆国际物流枢纽园区-员工餐,重庆市重庆市沙坪坝区沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路沙坪坝区黄金湾·智谷(享通路西) 沙坪坝区享通路,29.641279,106.39973,43836
OM25062900003398,2025-06-30,Z048566,重庆市九龙坡区人民政府石坪桥街道办事处,重庆市重庆市九龙坡区九龙坡区人民政府,29.508059,106.517023,16132
OM25062900003430,2025-06-30,Z048825,中铁一局-客机所,重庆市重庆市南岸区山水缘山水缘农家乐,29.5046,106.713794,30375
OM25062900003464,2025-06-30,Z085095,中信银行-上清寺支行（日配）,重庆市重庆市渝中区中山三路159号11栋1-2,29.564521,106.554348,15674
OM25062900003470,2025-06-30,Z085598,重庆市爆破工程建设有限责任公司,重庆市重庆市江北区江北区华新村350号6层,29.575092,106.538333,44428
OM25062900003474,2025-06-30,Z093834,重庆瑜煌电力设备制造有限公司-蔬菜,重庆市-北碚区-凤西路6号瑜煌电力设备制造有限公司,29.771363,106.481465,58094
OM25062900003506,2025-06-30,Z034560,中信银行-北城天街支行（日配）,重庆市重庆市江北区邦兴花园重庆市重庆市江北区江北区邦兴花园9栋二单元25-1,29.589998,106.547865,44167
OM25062900003508,2025-06-30,Z085091,中信银行-江北支行（日配）,重庆市重庆市渝北区重庆市渝北区黄泥磅皇冠自由重庆市渝北区黄泥磅皇冠自由城3栋9一4,29.595574,106.543916,44173
OM25062900003513,2025-06-30,Z093788,重庆市地震局（ZX）,重庆市重庆市渝北区重庆市渝北区黄泥磅皇冠自由城3栋9-4,29.595358,106.544414,50277
OM25062900003519,2025-06-30,Z071728,重庆创绿环境保护有限公司,重庆市-璧山区-璧城街道马家桥村6组288号创绿环境保护有限公司,29.666322,106.2831,54899
OM25062900003525,2025-06-30,Z102498,江津食堂-学员,江津区支坪镇椒湾村军医大学江津校区食堂,29.270314,106.387972,56356
OM25062900003544,2025-06-30,Z102487,陆军军医大学一食堂,陆军军医大学一食堂,29.540749,106.458697,58953
OM25062900003553,2025-06-30,Z102489,陆军军医大学二食堂,重庆市重庆市沙坪坝区沙坪坝区陆军军医大学二食堂陆军军医大学二食堂,29.526202,106.444809,49873
OM25062900003557,2025-06-30,Z101069,长生基地,重庆市-南岸区-东西大道北200米重庆轨道长生基地,29.536102,106.651284,55714
OM25062900003571,2025-06-30,Z088280,外训教工,重庆市重庆市沙坪坝区勤务学院外训食堂,29.635466,106.324651,48130
OM25062900003572,2025-06-30,Z102497,家属区食堂,重庆市重庆市沙坪坝区瑜园家属园食堂,29.546363,106.454885,46900
OM25062900003573,2025-06-30,Z088892,重庆建工第三建设有限责任公司,重庆市重庆市渝中区重庆市渝中区菜袁路245号建工三建,29.537887,106.523517,46878
OM25062900003575,2025-06-30,Z074563,蓝月亮（重庆）有限公司,蓝月亮,29.410934,106.633193,55812
OM25062900003577,2025-06-30,Z004454,两江小博士锦上华庭幼儿园-学生,重庆市重庆市渝北区红叶路8号17栋小博士锦上华庭幼儿园,29.611868,106.53439,6347
OM25062900003602,2025-06-30,Z090589,外训学员,重庆市重庆市沙坪坝区勤务学院外训食堂,29.635466,106.324651,48130
OM25062900003611,2025-06-30,Z102493,江津食堂-基地,江津区支坪镇椒湾村军医大学江津校区食堂,29.270314,106.387972,56356
OM25062900003613,2025-06-30,109977,重庆农村商业银行股份有限公司巴南支行,重庆市重庆市巴南区龙洲大道145号重庆农村商业银行24小时自助银行(巴南支行营业部)重庆市巴南区龙洲大道145号,29.415566,106.544137,23705
OM25062900003621,2025-06-30,Z102492,江津食堂-基地化训练,江津区支坪镇椒湾村军医大学江津校区食堂,29.270314,106.387972,56356
OM25062900003628,2025-06-30,Z072010,重庆复旦中学附属幼儿园贰园-教师水果类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062900003636,2025-06-30,Z072011,重庆复旦中学附属幼儿园贰园-教师其他类,重庆市重庆市渝中区渝中区中兴路228号附13号渝中区中兴路228号附13号,29.557443,106.576256,34557
OM25062900003650,2025-06-30,Z110136,陆军勤务学院训练基地勤务连,重庆市-九龙坡区-渝州路街道渝州路79号重庆市九龙坡区渝州路街道渝州路79号,29.541437,106.504022,58275
OM25062900003668,2025-06-30,Z082632,国家税务总局重庆市璧山区税务局大路所,重庆市重庆市璧山区璧山区人民法院-东门,29.586376,106.238898,1206
OM25062900003673,2025-06-30,Z013216,渝南大道30号一食堂,重庆市重庆市巴南区重庆市巴南区渝南大道26号重庆丽都房地产开发有限公司，往前走20米左右,29.481127,106.56976,49843
OM25062900003678,2025-06-30,Z041468,重庆市生态环境监测中心,重庆市重庆市渝北区重庆市生态环境监测中心,29.597912,106.498872,16702
OM25062900003685,2025-06-30,Z100275,观音桥十八中一楼-二组,重庆市重庆市江北区十八中学观音桥观音桥校区食堂,29.581026,106.548222,54076
OM25062900003692,2025-06-30,Z085722,沙照明设施管理-沙坪坝,重庆市重庆市沙坪坝区九鼎红街九鼎名都重庆市沙坪坝区九鼎红街九鼎名都,29.578868,106.45166,44563
OM25062900003696,2025-06-30,Z060348,国家税务总局重庆市璧山区税务局,重庆市重庆市璧山区璧山区人民法院-东门,29.586376,106.238898,1206
OM25062900003711,2025-06-30,Z085723,沙照明设施管理-大学城,"重庆市重庆市沙坪坝区重庆市沙坪坝区 学府大道
陈家桥街道李家湾",29.607477,106.341215,44524
OM25062900003725,2025-06-30,Z064739,中建五局—曾家路网项目,重庆市重庆市九龙坡区重庆九龙坡区金栗路一号附65号重庆市九龙坡区蝴蝶里湾湾川便利店往里走100米扶梯上二楼左转,29.548801,106.320257,29442
OM25062900003736,2025-06-30,Z015308,重庆市沙坪坝区图书馆,重庆市重庆市沙坪坝区渝碚路222-1号宏洲大厦1层沙坪坝图书馆图书馆7楼食堂,29.569651,106.46117,25725
OM25062900003748,2025-06-30,Z015323,保税港港欣1号餐厅,重庆市重庆市江北区江北区远航大道88号水港综合大楼重庆市江北区远航大道88号水港综合大楼B栋308重庆保税港区港欣资产经营管理有限公司,29.632117,106.60369,23619
OM25062900003753,2025-06-30,Z102980,重庆曾家岩大桥建设管理有限公司_素菜,曾家岩大桥建设,29.571809,106.555505,56760
OM25062900003757,2025-06-30,Z102982,重庆曾家岩大桥建设管理有限公司_干副,曾家岩大桥建设,29.571809,106.555505,56760
OM25062900003761,2025-06-30,Z070283,重庆市大足区气象局,重庆市重庆市大足区大足区气象局大足区南环西路100号,29.700127,105.716098,30808
OM25062900003771,2025-06-30,Z064657,重庆凯源石油天然气有限责任公司北部分公司,重庆市重庆市渝北区渝北区松牌路132号渝北区松牌路132号,29.599892,106.523304,26899
OM25062900003772,2025-06-30,Z084019,通远航务东区干副,空管,29.698841,106.658675,55976
OM25062900003780,2025-06-30,Z062280,沙磁幼儿园-老师,重庆市重庆市沙坪坝区国富沙磁巷B区 重庆市沙坪坝区磁器口街道沙滨路101号国富沙磁巷B区 重庆市沙坪坝区磁器口街道沙滨路101号,29.58494,106.462866,23063
OM25062900003788,2025-06-30,Z077807,中建五局—童家院子上盖项目部,重庆市重庆市渝北区渝北区金渝轻轨站金渝轻轨站1号出口往下走100米中建五局三公司,29.641633,106.577054,35770
OM25062900003798,2025-06-30,Z063682,重庆万普隆能源技术有限公司,重庆市重庆市沙坪坝区万普隆,29.573053,106.291009,26215
OM25062900003859,2025-06-30,Z041984,上海浦东发展银行股份有限公司重庆分行,重庆市重庆市渝北区重庆市渝北区星光大道78号,29.622034,106.517299,31565
OM25062900003863,2025-06-30,Z046338,重庆万泰建设（集团）有限公司,重庆市重庆市渝北区北大资源博雅-1号楼,29.654665,106.538349,6415
OM25062900003877,2025-06-30,Z076606,重庆市公路数据服务中心（双桥基地）,重庆市重庆市大足区重庆公路数据中心,29.527033,105.807366,34990
OM25062900003913,2025-06-30,106300,重庆市地质矿产勘查开发局607地质队,重庆市重庆市巴南区重庆市地勘局607地质队-东门,29.47107,106.568891,22208
OM25062900003926,2025-06-30,Z075748,人民支路64号重庆市公路数据服务中心,重庆市重庆市渝中区人民支路公路数据人民支路64号,29.571241,106.560221,34527
OM25062900003940,2025-06-30,Z047895,园林技工学校-教师,重庆市重庆市渝中区菜袁路203号重庆市园林技工学校,29.539833,106.529903,15623
OM25062900003960,2025-06-30,Z094984,中国船级社重庆分社,重庆市重庆市渝北区渝北区青枫北路1号,29.624766,106.508776,35260
OM25062900003961,2025-06-30,Z094984,中国船级社重庆分社,重庆市重庆市渝北区渝北区青枫北路1号,29.624766,106.508776,35260
OM25062900003965,2025-06-30,Z083611,重庆数智产业园建设实业有限公司,重庆市重庆市巴南区巴南区界石镇富城路88号,29.393231,106.610019,43279
OM25062900003983,2025-06-30,Z043982,重庆远香房地产开发有限公司,重庆市重庆市渝北区金通大道远洋九公子-南门,29.663581,106.491342,16977
OM25062900003989,2025-06-30,Z087346,重庆市大渡口区人民政府茄子溪街道办事处,重庆市重庆市大渡口区大渡口区茄子溪,29.43697,106.503245,45395
OM25062900004012,2025-06-30,Z098969,铁山坪一楼食堂-面食类,重庆市重庆市江北区十八中学铁山坪一楼食堂,29.624552,106.682204,54086
OM25062900004021,2025-06-30,Z088273,勤务学院六食堂,重庆市重庆市沙坪坝区勤务学院六食堂,29.635466,106.324651,46454
OM25062900004022,2025-06-30,Z110079,地质勘察——午餐,重庆市-北碚区-同德路12号,29.76077,106.47412,57408
OM25062900004026,2025-06-30,Z088270,勤务学院五食堂,重庆市重庆市沙坪坝区陆军勤务学院加工中心,29.635466,106.324651,46473
OM25062900004032,2025-06-30,Z078271,中建八局第二建设有限公司,江北区南桥寺康和园江北区南桥寺康和园南桥寺康和园2号18-4,29.59991,106.488117,55440
OM25062900004069,2025-06-30,Z007482,考试中心（西南基地水果）,东环路5号10栋,29.633609,106.670156,55106
OM25062900004073,2025-06-30,Z007484,考试中心（西南基地干副）,东环路5号10栋,29.633609,106.670156,55106
OM25062900004078,2025-06-30,Z007480,考试中心（西南基地菜）,东环路5号10栋,29.633609,106.670156,55106
OM25062900004081,2025-06-30,Z007482,考试中心（西南基地水果）,东环路5号10栋,29.633609,106.670156,55106
OM25062900004083,2025-06-30,Z100160,重庆一中二食堂-小卖部,重庆市沙坪坝区汉渝路15号,29.565592,106.473318,55020
OM25062900004122,2025-06-30,Z096167,重庆市巴渝学校,重庆市重庆市大渡口区巴渝学校大渡口区双山路256号,29.49352,106.473143,51551
OM25062900004232,2025-06-30,Z093086,重庆两江新区金山名都天宝乐幼儿园1-教师,重庆市重庆市渝北区重庆市渝北区金山街道龙荣路60号天宝乐幼儿园,29.656111,106.57072,54330
OM25062900004256,2025-06-30,Z035562,烤匠光环购物中心,鸳鸯街道湖彩路118号L5层A-L5-28,29.656515,106.53562,58323
OM25062900004257,2025-06-30,Z087543,烤匠来福士-员工餐,重庆市重庆市渝中区重庆市渝中区朝东路18号来福士,29.570101,106.594307,48033
OM25062900004258,2025-06-30,Z078517,烤匠巴南万达广场店-员工餐,重庆市重庆市巴南区巴南万达广场重庆市巴南区万达广场3楼3011，车库A区8号9号电梯上去。,29.405264,106.551076,39218
OM25062900004271,2025-06-30,SC196290000004,烤匠时代广场,重庆市重庆市渝中区邹容路100号重庆时代广场L6层烤匠(重庆解放碑店),29.564171,106.583643,5560
OM25062900004274,2025-06-30,SC197250000003,烤匠时代天街-员工餐,重庆市重庆市渝中区时代天街A馆5楼烤匠,29.543923,106.517705,46987
OM25062900004275,2025-06-30,SC196290000005,烤匠时代天街,重庆市重庆市渝中区时代天街A馆5楼烤匠,29.543923,106.517705,46987
OM25062900004277,2025-06-30,Z011393,烤匠金沙天街,重庆市重庆市沙坪坝区沙坪坝区金沙天街A馆5一17号,29.560707,106.465319,26711
OM25062900004279,2025-06-30,Z048908,烤匠龙湖北城天街,重庆市重庆市江北区北城天街烤匠4楼,29.583886,106.539845,46512
OM25062900004281,2025-06-30,Z086211,烤匠龙湖源著,重庆市重庆市江北区龙湖源著烤匠龙湖源著天街A馆4楼15号商铺,29.60528,106.49598,45004
OM25062900004302,2025-06-30,Z094573,特勤局训练基地,重庆市重庆市渝北区渝北区渝开发·星河one东南训练基地部渝北区渝开发·星河one东南(松鹤路北),29.688896,106.629724,50860
OM25062900004312,2025-06-30,111956,两江小博士锦上华庭幼儿园-老师,重庆市重庆市渝北区红叶路8号17栋小博士锦上华庭幼儿园,29.611868,106.53439,6347
OM25062900004323,2025-06-30,Z053124,重庆市凤鸣山中学-3楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,29.535218,106.455654,54878
OM25062900004327,2025-06-30,Z078533,重庆建工集团股份有限公司-鸡冠石项目部,重庆市重庆市南岸区白沙沱正街鸡冠镇石山龙,29.614479,106.62307,48923
OM25062900004328,2025-06-30,Z077064,重庆市环境卫生事务中心,重庆市重庆市渝北区环境卫生事务中心渝北区-红石支路29号(花卉园地铁站2C口步行490米）,29.585954,106.51557,35267
OM25062900004329,2025-06-30,Z014724,中国人民解放军78007部队,重庆市重庆市巴南区渝南大道22-2号,29.481373,106.569953,19407
OM25062900004346,2025-06-30,Z068222,中建五局—大健康项目,重庆市重庆市九龙坡区重庆市九龙坡区高盛大道,29.453554,106.36498,35881
OM25062900004355,2025-06-30,Z029652,重庆璧山天然气有限责任公司,重庆市重庆市璧山区重庆璧山天然气有限责任公司,29.587019,106.228746,17240
OM25062900004359,2025-06-30,Z093680,慎安医院大厨房,重庆市重庆市渝北区莱佛士医院车库厨房,29.642794,106.478899,24771
OM25062900004367,2025-06-30,Z053124,重庆市凤鸣山中学-3楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,29.535218,106.455654,54878
OM25062900004376,2025-06-30,Z087684,重庆市化工研究院有限公司,重庆市重庆市江北区重庆市化工研究院,29.584444,106.481643,46120
OM25062900004377,2025-06-30,Z071446,重庆博通水利信息网络有限公司,重庆市重庆市渝北区渝北区上丁企业园15栋6楼,29.614488,106.509583,32202
OM25062900004384,2025-06-30,Z010638,重庆国宾妇产医院有限公司-2楼食堂,重庆市重庆市渝中区国宾妇产医院2楼食堂,29.564366,106.551376,27008
OM25062900004410,2025-06-30,Z077064,重庆市环境卫生事务中心,重庆市重庆市渝北区环境卫生事务中心渝北区-红石支路29号(花卉园地铁站2C口步行490米）,29.585954,106.51557,35267
OM25062900004417,2025-06-30,Z053123,重庆市凤鸣山中学-1楼,重庆市沙坪坝区凤天大道150号重庆市沙坪坝区凤天大道150号,29.535218,106.455654,54878
OM25062900004430,2025-06-30,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,29.743122,106.590964,35882
OM25062900004431,2025-06-30,Z064428,中建五局—中央公园项目部,重庆市重庆市渝北区重庆市渝北区鹿郑循环路,29.743122,106.590964,35882
OM25062900004460,2025-06-30,Z094573,特勤局训练基地,重庆市重庆市渝北区渝北区渝开发·星河one东南训练基地部渝北区渝开发·星河one东南(松鹤路北),29.688896,106.629724,50860
OM25062900004471,2025-06-30,Z088472,重庆丰盛时代餐饮管理有限公司,重庆市重庆市九龙坡区博世氢能源电池研发检测,29.360143,106.368733,46713
OM25062900004472,2025-06-30,Z110223,烹饪教研室,重庆市-九龙坡区-渝州路街道渝州路79号罗汉沟炊事技能实训中心,29.541437,106.504022,58367
OM25062900004485,2025-06-30,Z015272,重庆市渝北区人民政府双龙湖街道办事处,双龙湖街道六楼食堂,29.717755,106.633012,57691
OM25062900004495,2025-06-30,Z035870,重庆市公安局巴南区分局业务技术用房食堂,重庆市重庆市巴南区巴南区公安局业务技术用房及龙洲湾派出所项目,29.37809,106.540238,6491
OM25062900004496,2025-06-30,Z035870,重庆市公安局巴南区分局业务技术用房食堂,重庆市重庆市巴南区巴南区公安局业务技术用房及龙洲湾派出所项目,29.37809,106.540238,6491
OM25062900004498,2025-06-30,Z084472,重庆市九龙坡区图书馆,九龙坡区图书馆,29.511585,106.51228,58861
OM25062900004499,2025-06-30,Z100441,两江新区第一人民医院,重庆市-渝北区-人和街道人兴路199号4号门，进车库,29.628559,106.538168,55155
OM25062900004502,2025-06-30,Z018307,重庆凯源石油天然气有限责任公司巴南分公司,巨星花园-停车场,29.467279,106.527229,57248
OM25062900004509,2025-06-30,Z057464,中铁二十五局集团有限公司（食堂）-轨道24号线,重庆市重庆市巴南区巴渝船夫老火锅,29.471664,106.628424,44450
OM25062900004514,2025-06-30,Z092459,中国人民解放军32618部队,重庆市重庆市渝中区重庆市渝中区春森路,29.56437,106.556975,49019
OM25062900004518,2025-06-30,Z007469,考试中心（应急管理局菜）,重庆市重庆市渝北区重庆市应急管理局应急局,29.62111,106.506619,35355
OM25062900004519,2025-06-30,Z071951,重庆市渝中区机关事务服务中心,重庆市重庆市渝中区渝中区和平路管家巷9号 渝中区和平路管家巷9号,29.558923,106.575354,32912
OM25062900004521,2025-06-30,Z088294,重庆第二师范学院-2楼,重庆市重庆市南岸区重庆第二师范学院培训中心 重庆市南岸区学府大道11号,29.517908,106.581872,43424
OM25062900004530,2025-06-30,Z099713,十四中队,江北区慈母山隧道1号,29.577863,106.62169,54646
OM25062900004539,2025-06-30,Z068672,重庆南岸腾龙幼儿园,重庆市南岸区弹子石新街57号,29.585712,106.603476,56170
OM25062900004551,2025-06-30,Z007470,考试中心（应急管理局肉）,重庆市重庆市渝北区重庆市应急管理局应急局,29.62111,106.506619,35355
OM25062900004554,2025-06-30,Z007472,考试中心（应急管理局冻货）,重庆市重庆市渝北区重庆市应急管理局应急局,29.62111,106.506619,35355
OM25062900004563,2025-06-30,Z071225,渝北区消防救援支队-悦来站点,重庆市重庆市渝北区重庆市渝北区悦清大道悦来小学旁,29.736186,106.552512,33160
